sequence_accession,sequence_isolate,sequence_completeness,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_subdiv2name,collection_subdiv2code,collection_subdiv2lat,collection_subdiv2long,date_ymd,date_dec,date_ym,date_y,tipnames,date_tipdate,host_class,host_order,host_family,host_sciname,host_commonname,date_parsed,collection_tipcode,sequence_start,sequence_end,sequence_length,sequence_generegion
JF834600,USU-BO-m3/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-06,2010.59452054795,2010-08,2010,JF834600|culex_pipiens|it_bo|2010-08-06,2010-08-06,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-06,it_bo,1065,1487,422,E
JF834601,USU-BO-m4/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-09,2010.60273972603,2010-08,2010,JF834601|culex_pipiens|it_bo|2010-08-09,2010-08-09,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-09,it_bo,1065,1487,422,E
JF834602,USU-BO-m6/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-11,2010.60821917808,2010-08,2010,JF834602|culex_pipiens|it_bo|2010-08-11,2010-08-11,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-11,it_bo,1077,1485,408,E
JF834603,USU-BO-m5/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-11,2010.60821917808,2010-08,2010,JF834603|culex_pipiens|it_bo|2010-08-11,2010-08-11,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-11,it_bo,1065,1487,422,E
JF834604,USU-BO-m7/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-13,2010.61369863014,2010-08,2010,JF834604|culex_pipiens|it_bo|2010-08-13,2010-08-13,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-13,it_bo,1065,1485,420,E
JF834605,USU-BO-m8/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-20,2010.63287671233,2010-08,2010,JF834605|culex_pipiens|it_bo|2010-08-20,2010-08-20,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-20,it_bo,1065,1487,422,E
JF834606,USU-BO-m9/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-20,2010.63287671233,2010-08,2010,JF834606|culex_pipiens|it_bo|2010-08-20,2010-08-20,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-20,it_bo,1065,1487,422,E
JF834607,USU-BO-m10/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-20,2010.63287671233,2010-08,2010,JF834607|culex_pipiens|it_bo|2010-08-20,2010-08-20,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-20,it_bo,1065,1487,422,E
JF834608,USU-BO-m11/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-20,2010.63287671233,2010-08,2010,JF834608|culex_pipiens|it_bo|2010-08-20,2010-08-20,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-20,it_bo,1065,1487,422,E
JF834609,USU-BO-m12/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-20,2010.63287671233,2010-08,2010,JF834609|culex_pipiens|it_bo|2010-08-20,2010-08-20,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-20,it_bo,1087,1487,400,E
JF834610,USU-BO-m13/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-25,2010.64657534247,2010-08,2010,JF834610|culex_pipiens|it_bo|2010-08-25,2010-08-25,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-25,it_bo,1065,1487,422,E
JF834611,USU-BO-m14/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-25,2010.64657534247,2010-08,2010,JF834611|culex_pipiens|it_bo|2010-08-25,2010-08-25,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-25,it_bo,1065,1487,422,E
JF834612,USU-BO-m15/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-25,2010.64657534247,2010-08,2010,JF834612|culex_pipiens|it_bo|2010-08-25,2010-08-25,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-25,it_bo,1065,1487,422,E
JF834613,USU-BO-m16/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-25,2010.64657534247,2010-08,2010,JF834613|culex_pipiens|it_bo|2010-08-25,2010-08-25,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-25,it_bo,1065,1487,422,E
JF834614,USU-BO-m17/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-08-25,2010.64657534247,2010-08,2010,JF834614|culex_pipiens|it_bo|2010-08-25,2010-08-25,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-25,it_bo,1065,1487,422,E
JF834615,USU-BO-m18/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,2010-09-08,2010.68493150685,2010-09,2010,JF834615|culex_pipiens|it_bo|2010-09-08,2010-09-08,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-08,it_bo,1065,1487,422,E
JF834616,USU-FC-m1/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,forli' - cesena,it.fo,44.0378543379906,12.0379450320245,2010-09-01,2010.66575342466,2010-09,2010,JF834616|culex_pipiens|it_fo|2010-09-01,2010-09-01,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-01,it_fo,1065,1487,422,E
JF834617,USU-FC-b1/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,forli' - cesena,it.fo,44.0378543379906,12.0379450320245,2010-08-20,2010.63287671233,2010-08,2010,JF834617|turdus_merula|it_fo|2010-08-20,2010-08-20,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-08-20,it_fo,1065,1485,420,E
JF834618,USU-FC-b2/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,forli' - cesena,it.fo,44.0378543379906,12.0379450320245,2010-10-13,2010.78082191781,2010-10,2010,JF834618|turdus_merula|it_fo|2010-10-13,2010-10-13,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-10-13,it_fo,1065,1487,422,E
JF834619,USU-FE-m1/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,2010-08-06,2010.59452054795,2010-08,2010,JF834619|culex_pipiens|it_fe|2010-08-06,2010-08-06,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-06,it_fe,1065,1487,422,E
JF834620,USU-FE-m3/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,2010-08-23,2010.64109589041,2010-08,2010,JF834620|culex_pipiens|it_fe|2010-08-23,2010-08-23,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-23,it_fe,1065,1487,422,E
JF834621,USU-FE-m4/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,2010-08-26,2010.64931506849,2010-08,2010,JF834621|culex_pipiens|it_fe|2010-08-26,2010-08-26,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-26,it_fe,1065,1487,422,E
JF834622,USU-FE-m5/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,2010-09-09,2010.68767123288,2010-09,2010,JF834622|culex_pipiens|it_fe|2010-09-09,2010-09-09,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-09,it_fe,1065,1487,422,E
JF834623,USU-FE-m6/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,2010-09-22,2010.72328767123,2010-09,2010,JF834623|culex_pipiens|it_fe|2010-09-22,2010-09-22,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-22,it_fe,1065,1485,420,E
JF834624,USU-FE-m7/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,2010-09-23,2010.72602739726,2010-09,2010,JF834624|culex_pipiens|it_fe|2010-09-23,2010-09-23,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-23,it_fe,1065,1487,422,E
JF834625,USU-MO-m6/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-09,2010.60273972603,2010-08,2010,JF834625|culex_pipiens|it_mo|2010-08-09,2010-08-09,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-09,it_mo,1065,1461,396,E
JF834626,USU-MO-m7/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-12,2010.61095890411,2010-08,2010,JF834626|culex_pipiens|it_mo|2010-08-12,2010-08-12,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-12,it_mo,1065,1554,489,E
JF834627,USU-MO-m8/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-12,2010.61095890411,2010-08,2010,JF834627|culex_pipiens|it_mo|2010-08-12,2010-08-12,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-12,it_mo,1065,1554,489,E
JF834628,USU-MO-m35/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-19,2010.6301369863,2010-08,2010,JF834628|culex_pipiens|it_mo|2010-08-19,2010-08-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-19,it_mo,1065,1487,422,E
JF834629,USU-MO-m9/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-19,2010.6301369863,2010-08,2010,JF834629|culex_pipiens|it_mo|2010-08-19,2010-08-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-19,it_mo,1065,1487,422,E
JF834630,USU-MO-m10/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-19,2010.6301369863,2010-08,2010,JF834630|culex_pipiens|it_mo|2010-08-19,2010-08-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-19,it_mo,1065,1554,489,E
JF834631,USU-MO-m12/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-19,2010.6301369863,2010-08,2010,JF834631|culex_pipiens|it_mo|2010-08-19,2010-08-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-19,it_mo,1065,1554,489,E
JF834632,USU-MO-m13/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-19,2010.6301369863,2010-08,2010,JF834632|culex_pipiens|it_mo|2010-08-19,2010-08-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-19,it_mo,1065,1554,489,E
JF834633,USU-MO-m15/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-19,2010.6301369863,2010-08,2010,JF834633|culex_pipiens|it_mo|2010-08-19,2010-08-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-19,it_mo,1087,1554,467,E
JF834634,USU-MO-m36/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-19,2010.6301369863,2010-08,2010,JF834634|culex_pipiens|it_mo|2010-08-19,2010-08-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-19,it_mo,1065,1554,489,E
JF834635,USU-MO-m11/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-19,2010.6301369863,2010-08,2010,JF834635|culex_pipiens|it_mo|2010-08-19,2010-08-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-19,it_mo,1065,1554,489,E
JF834636,USU-MO-m16/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-21,2010.63561643836,2010-08,2010,JF834636|culex_pipiens|it_mo|2010-08-21,2010-08-21,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-21,it_mo,1065,1487,422,E
JF834637,USU-MO-m17/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-23,2010.64109589041,2010-08,2010,JF834637|culex_pipiens|it_mo|2010-08-23,2010-08-23,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-23,it_mo,1065,1487,422,E
JF834638,USU-MO-m1/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-23,2010.64109589041,2010-08,2010,JF834638|culex_pipiens|it_mo|2010-08-23,2010-08-23,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-23,it_mo,1065,1487,422,E
JF834639,USU-MO-m18/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-23,2010.64109589041,2010-08,2010,JF834639|culex_pipiens|it_mo|2010-08-23,2010-08-23,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-23,it_mo,1065,1487,422,E
JF834640,USU-MO-m19/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-24,2010.64383561644,2010-08,2010,JF834640|culex_pipiens|it_mo|2010-08-24,2010-08-24,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-24,it_mo,1065,1487,422,E
JF834641,USU-MO-m20/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-26,2010.64931506849,2010-08,2010,JF834641|culex_pipiens|it_mo|2010-08-26,2010-08-26,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-26,it_mo,1065,1487,422,E
JF834642,USU-MO-m21/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-26,2010.64931506849,2010-08,2010,JF834642|culex_pipiens|it_mo|2010-08-26,2010-08-26,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-26,it_mo,1065,1487,422,E
JF834643,USU-MO-m22/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-26,2010.64931506849,2010-08,2010,JF834643|culex_pipiens|it_mo|2010-08-26,2010-08-26,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-26,it_mo,1065,1487,422,E
JF834644,USU-MO-m23/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-30,2010.6602739726,2010-08,2010,JF834644|culex_pipiens|it_mo|2010-08-30,2010-08-30,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-30,it_mo,1065,1487,422,E
JF834645,USU-MO-m24/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-30,2010.6602739726,2010-08,2010,JF834645|culex_pipiens|it_mo|2010-08-30,2010-08-30,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-30,it_mo,1065,1487,422,E
JF834646,USU-MO-m25/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-30,2010.6602739726,2010-08,2010,JF834646|culex_pipiens|it_mo|2010-08-30,2010-08-30,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-30,it_mo,1077,1487,410,E
JF834647,USU-MO-m3/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-30,2010.6602739726,2010-08,2010,JF834647|culex_pipiens|it_mo|2010-08-30,2010-08-30,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-30,it_mo,1065,1487,422,E
JF834648,USU-MO-m26/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-02,2010.66849315068,2010-09,2010,JF834648|culex_pipiens|it_mo|2010-09-02,2010-09-02,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-02,it_mo,1065,1487,422,E
JF834649,USU-MO-m27/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-02,2010.66849315068,2010-09,2010,JF834649|culex_pipiens|it_mo|2010-09-02,2010-09-02,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-02,it_mo,1065,1487,422,E
JF834650,USU-MO-m28/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-07,2010.68219178082,2010-09,2010,JF834650|culex_pipiens|it_mo|2010-09-07,2010-09-07,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-07,it_mo,1077,1474,397,E
JF834651,USU-MO-m29/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-07,2010.68219178082,2010-09,2010,JF834651|culex_pipiens|it_mo|2010-09-07,2010-09-07,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-07,it_mo,1065,1459,394,E
JF834652,USU-MO-m30/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-07,2010.68219178082,2010-09,2010,JF834652|culex_pipiens|it_mo|2010-09-07,2010-09-07,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-07,it_mo,1065,1487,422,E
JF834653,USU-MO-m31/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-09,2010.68767123288,2010-09,2010,JF834653|aedes_albopictus|it_mo|2010-09-09,2010-09-09,insecta,diptera,culicidae,aedes albopictus,aedes albopictus,2010-09-09,it_mo,1065,1485,420,E
JF834654,USU-MO-m32/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-09,2010.68767123288,2010-09,2010,JF834654|culex_pipiens|it_mo|2010-09-09,2010-09-09,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-09,it_mo,1065,1487,422,E
JF834655,USU-MO-m33/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-09,2010.68767123288,2010-09,2010,JF834655|culex_pipiens|it_mo|2010-09-09,2010-09-09,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-09,it_mo,1065,1474,409,E
JF834656,USU-MO-m34/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-23,2010.72602739726,2010-09,2010,JF834656|culex_pipiens|it_mo|2010-09-23,2010-09-23,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-23,it_mo,1065,1487,422,E
JF834657,USU-MO-b2/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-09-28,2010.7397260274,2010-09,2010,JF834657|streptopelia_decaocto|it_mo|2010-09-28,2010-09-28,aves,columbiformes,columbidae,streptopelia decaocto,eurasian collared-dove,2010-09-28,it_mo,1065,1483,418,E
JF834658,USU-MO-b3/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-06-12,2010.44383561644,2010-06,2010,JF834658|caprimulgus_europaeus|it_mo|2010-06-12,2010-06-12,aves,caprimulgiformes,caprimulgidae,caprimulgus europaeus,eurasian nightjar,2010-06-12,it_mo,1065,1487,422,E
JF834659,USU-MO-b4/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-07-02,2010.49863013699,2010-07,2010,JF834659|asio_otus|it_mo|2010-07-02,2010-07-02,aves,strigiformes,strigidae,asio otus,long-eared owl,2010-07-02,it_mo,1065,1487,422,E
JF834660,USU-MO-b5/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-21,2010.63561643836,2010-08,2010,JF834660|alectoris_rufa|it_mo|2010-08-21,2010-08-21,aves,galliformes,phasianidae,alectoris rufa,red-legged partridge,2010-08-21,it_mo,1065,1470,405,E
JF834661,USU-MO-b6/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,2010-08-21,2010.63561643836,2010-08,2010,JF834661|turdus_merula|it_mo|2010-08-21,2010-08-21,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-08-21,it_mo,1065,1487,422,E
JF834662,USU-RN-b1/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,rimini,it.rn,43.9785928301939,12.5560618999898,2010-10-28,2010.82191780822,2010-10,2010,JF834662|garrulus_glandarius|it_rn|2010-10-28,2010-10-28,aves,passeriformes,corvidae,garrulus glandarius,eurasian jay,2010-10-28,it_rn,1096,1487,391,E
JF834663,USU-PR-m1/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,parma,it.pr,44.6707537999886,10.0479295055643,2010-08-18,2010.62739726027,2010-08,2010,JF834663|culex_pipiens|it_pr|2010-08-18,2010-08-18,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-18,it_pr,1065,1554,489,E
JF834664,USU-RA-m6/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ravenna,it.ra,44.3722033539335,11.9962928759745,2010-09-16,2010.70684931507,2010-09,2010,JF834664|culex_pipiens|it_ra|2010-09-16,2010-09-16,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-09-16,it_ra,1065,1487,422,E
JF834665,USU-RA-m1/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ravenna,it.ra,44.3722033539335,11.9962928759745,2010-08-12,2010.61095890411,2010-08,2010,JF834665|culex_pipiens|it_ra|2010-08-12,2010-08-12,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-12,it_ra,1065,1487,422,E
JF834666,USU-RA-m2/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ravenna,it.ra,44.3722033539335,11.9962928759745,2010-08-12,2010.61095890411,2010-08,2010,JF834666|culex_pipiens|it_ra|2010-08-12,2010-08-12,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-12,it_ra,1065,1487,422,E
JF834667,USU-RA-m3/2010,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ravenna,it.ra,44.3722033539335,11.9962928759745,2010-08-12,2010.61095890411,2010-08,2010,JF834667|culex_pipiens|it_ra|2010-08-12,2010-08-12,insecta,diptera,culicidae,culex pipiens,culex pipiens,2010-08-12,it_ra,1065,1487,422,E
