tipnames,sequence_accession,sequence_isolate,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_subdiv2name,collection_subdiv2code,collection_subdiv2lat,collection_subdiv2long,date_ymd,date_dec,date_ym,date_y,date_tipdate,host_class,host_order,host_family,host_sciname,host_commonname,organization,org_location,biosample,bioproject,sequence_start,sequence_end,sequence_length,sequence_generegion,collection_organsiation,drop_fli
MW164729|17VIR8655-3|larus_michahellis|it_ro|2017-09-18,MW164729,17VIR8655-3,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,rovigo,it.ro,45.0137215307598,11.8996071697747,2017-09-18,2017.71232876712,2017-09,2017,2017-09-18,Aves,charadriiformes,laridae,larus michahellis,yellow-legged gull,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164730|18pool1009|culex_pipiens|it_ve|2018-07-10,MW164730,18pool1009,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,venezia,it.ve,45.526082648527,12.476782716513,2018-07-10,2018.52054794521,2018-07,2018,2018-07-10,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164731|18pool1018|culex_pipiens|it_ve|2018-07-10,MW164731,18pool1018,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,venezia,it.ve,45.526082648527,12.476782716513,2018-07-10,2018.52054794521,2018-07,2018,2018-07-10,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164732|18pool108G|culex_pipiens|it_vr|2018-09-06,MW164732,18pool108G,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-09-06,2018.67945205479,2018-09,2018,2018-09-06,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164733|18pool1124|culex_pipiens|it_vi|2018-07-12,MW164733,18pool1124,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,vicenza,it.vi,45.6741699857423,11.4917739190945,2018-07-12,2018.52602739726,2018-07,2018,2018-07-12,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164734|18pool1141|culex_pipiens|it_pn|2018-07-17,MW164734,18pool1141,southern europe,italy,ita,42.7080607219025,12.208345049127,friuli-venezia giulia,NA,46.1535400957968,13.0594621283728,pordenone,it.pn,46.1089440750294,12.6830404175962,2018-07-17,2018.5397260274,2018-07,2018,2018-07-17,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164735|18pool1163|culex_pipiens|it_tv|2018-07-17,MW164735,18pool1163,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,treviso,it.tv,45.7955701979281,12.2183814439524,2018-07-17,2018.5397260274,2018-07,2018,2018-07-17,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164736|18pool1219|culex_pipiens|it_ro|2018-07-17,MW164736,18pool1219,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,rovigo,it.ro,45.0137215307598,11.8996071697747,2018-07-17,2018.5397260274,2018-07,2018,2018-07-17,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164737|18pool1229|culex_pipiens|it_pd|2018-07-19,MW164737,18pool1229,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,padua,it.pd,45.3503606701822,11.8055699190195,2018-07-19,2018.54520547945,2018-07,2018,2018-07-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164738|18pool1258|culex_pipiens|it_vr|2018-07-19,MW164738,18pool1258,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-07-19,2018.54520547945,2018-07,2018,2018-07-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164739|18pool1261|culex_pipiens|it_vr|2018-07-19,MW164739,18pool1261,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-07-19,2018.54520547945,2018-07,2018,2018-07-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164740|18pool1262|culex_pipiens|it_vr|2018-07-19,MW164740,18pool1262,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-07-19,2018.54520547945,2018-07,2018,2018-07-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164741|18pool1263|culex_pipiens|it_vr|2018-07-19,MW164741,18pool1263,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-07-19,2018.54520547945,2018-07,2018,2018-07-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164742|18pool1264|culex_pipiens|it_vr|2018-07-19,MW164742,18pool1264,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-07-19,2018.54520547945,2018-07,2018,2018-07-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164743|18pool1267|culex_pipiens|it_vr|2018-07-19,MW164743,18pool1267,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-07-19,2018.54520547945,2018-07,2018,2018-07-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164744|18pool1347|culex_pipiens|it_ro|2018-07-24,MW164744,18pool1347,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,rovigo,it.ro,45.0137215307598,11.8996071697747,2018-07-24,2018.55890410959,2018-07,2018,2018-07-24,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164745|18pool1398|culex_pipiens|it_vr|2018-07-26,MW164745,18pool1398,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-07-26,2018.56438356164,2018-07,2018,2018-07-26,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164746|18pool1405|culex_pipiens|it_vr|2018-07-26,MW164746,18pool1405,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-07-26,2018.56438356164,2018-07,2018,2018-07-26,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164747|18pool1430|culex_pipiens|it_pn|2018-07-31,MW164747,18pool1430,southern europe,italy,ita,42.7080607219025,12.208345049127,friuli-venezia giulia,NA,46.1535400957968,13.0594621283728,pordenone,it.pn,46.1089440750294,12.6830404175962,2018-07-31,2018.57808219178,2018-07,2018,2018-07-31,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164748|18pool1442|culex_pipiens|it_tv|2018-07-31,MW164748,18pool1442,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,treviso,it.tv,45.7955701979281,12.2183814439524,2018-07-31,2018.57808219178,2018-07,2018,2018-07-31,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164749|18pool1506|culex_pipiens|it_pd|2018-07-31,MW164749,18pool1506,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,padua,it.pd,45.3503606701822,11.8055699190195,2018-07-31,2018.57808219178,2018-07,2018,2018-07-31,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164750|18pool1509|culex_pipiens|it_ve|2018-07-31,MW164750,18pool1509,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,venezia,it.ve,45.526082648527,12.476782716513,2018-07-31,2018.57808219178,2018-07,2018,2018-07-31,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164751|18pool1519|culex_pipiens|it_pd|2018-08-02,MW164751,18pool1519,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,padua,it.pd,45.3503606701822,11.8055699190195,2018-08-02,2018.58356164384,2018-08,2018,2018-08-02,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164752|18pool1522|culex_pipiens|it_vi|2018-08-02,MW164752,18pool1522,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,vicenza,it.vi,45.6741699857423,11.4917739190945,2018-08-02,2018.58356164384,2018-08,2018,2018-08-02,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164753|18pool1523|culex_pipiens|it_vi|2018-08-02,MW164753,18pool1523,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,vicenza,it.vi,45.6741699857423,11.4917739190945,2018-08-02,2018.58356164384,2018-08,2018,2018-08-02,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164754|18pool1556|culex_pipiens|it_tv|2018-08-07,MW164754,18pool1556,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,treviso,it.tv,45.7955701979281,12.2183814439524,2018-08-07,2018.59726027397,2018-08,2018,2018-08-07,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164755|18pool1575|culex_pipiens|it_ro|2018-08-07,MW164755,18pool1575,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,rovigo,it.ro,45.0137215307598,11.8996071697747,2018-08-07,2018.59726027397,2018-08,2018,2018-08-07,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164756|18pool1610|culex_pipiens|it_pd|2018-08-09,MW164756,18pool1610,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,padua,it.pd,45.3503606701822,11.8055699190195,2018-08-09,2018.60273972603,2018-08,2018,2018-08-09,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164757|18pool1614|culex_pipiens|it_vi|2018-08-09,MW164757,18pool1614,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,vicenza,it.vi,45.6741699857423,11.4917739190945,2018-08-09,2018.60273972603,2018-08,2018,2018-08-09,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164758|18pool1617|culex_pipiens|it_vr|2018-08-09,MW164758,18pool1617,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-08-09,2018.60273972603,2018-08,2018,2018-08-09,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164759|18pool1649|culex_pipiens|it_ud|2018-08-14,MW164759,18pool1649,southern europe,italy,ita,42.7080607219025,12.208345049127,friuli-venezia giulia,NA,46.1535400957968,13.0594621283728,udine,it.ud,46.2262197388729,13.1581016601095,2018-08-14,2018.61643835616,2018-08,2018,2018-08-14,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164760|18pool1660|culex_pipiens|it_ud|2018-08-14,MW164760,18pool1660,southern europe,italy,ita,42.7080607219025,12.208345049127,friuli-venezia giulia,NA,46.1535400957968,13.0594621283728,udine,it.ud,46.2262197388729,13.1581016601095,2018-08-14,2018.61643835616,2018-08,2018,2018-08-14,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164761|18pool1662|culex_pipiens|it_tv|2018-08-14,MW164761,18pool1662,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,treviso,it.tv,45.7955701979281,12.2183814439524,2018-08-14,2018.61643835616,2018-08,2018,2018-08-14,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164762|18pool1712|culex_pipiens|it_vr|2018-08-17,MW164762,18pool1712,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-08-17,2018.62465753425,2018-08,2018,2018-08-17,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164763|18pool1755|culex_pipiens|it_tv|2018-08-22,MW164763,18pool1755,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,treviso,it.tv,45.7955701979281,12.2183814439524,2018-08-22,2018.63835616438,2018-08,2018,2018-08-22,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,2725,10313,7588,NA,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164764|18pool1795|culex_pipiens|it_vr|2018-08-23,MW164764,18pool1795,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-08-23,2018.64109589041,2018-08,2018,2018-08-23,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164765|18pool1832|culex_pipiens|it_tv|2018-08-28,MW164765,18pool1832,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,treviso,it.tv,45.7955701979281,12.2183814439524,2018-08-28,2018.65479452055,2018-08,2018,2018-08-28,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164766|18pool1965|culex_pipiens|it_vr|2018-09-06,MW164766,18pool1965,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-09-06,2018.67945205479,2018-09,2018,2018-09-06,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164767|18pool2042|culex_pipiens|it_vi|2018-09-13,MW164767,18pool2042,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,vicenza,it.vi,45.6741699857423,11.4917739190945,2018-09-13,2018.69863013699,2018-09,2018,2018-09-13,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164768|18pool78G|culex_pipiens|it_vr|2018-08-09,MW164768,18pool78G,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,verona,it.vr,45.4173535048033,11.0380386816998,2018-08-09,2018.60273972603,2018-08,2018,2018-08-09,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164769|18pool948|culex_pipiens|it_pd|2018-07-06,MW164769,18pool948,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,padua,it.pd,45.3503606701822,11.8055699190195,2018-07-06,2018.5095890411,2018-07,2018,2018-07-06,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164770|18VIR7808-6|ciconia_ciconia|it_vi|2018-09-07,MW164770,18VIR7808-6,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,vicenza,it.vi,45.6741699857423,11.4917739190945,2018-09-07,2018.68219178082,2018-09,2018,2018-09-07,Aves,ciconiiformes,ciconiidae,ciconia ciconia,white stork,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW164771|18VIR7859-4|turdus_merula|it_tv|2018-09-07,MW164771,18VIR7859-4,southern europe,italy,ita,42.7080607219025,12.208345049127,veneto,NA,45.6595758067318,11.8428083995249,treviso,it.tv,45.7955701979281,12.2183814439524,2018-09-07,2018.68219178082,2018-09,2018,2018-09-07,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",FALSE
MW160850|NA|culex_pipiens|at_wi|2018-07-18,MW160850,NA,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,2018-07-18,2018.54246575342,2018-07,2018,2018-07-18,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,NA,NA,10021,10313,292,NS5,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",FALSE
MW160851|NA|culex_pipiens|at_wi|2018-08-08,MW160851,NA,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,2018-08-08,2018.6,2018-08,2018,2018-08-08,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,NA,NA,10021,10313,292,NS5,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",FALSE
MW160852|NA|culex_pipiens|at_wi|2018-08-08,MW160852,NA,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,2018-08-08,2018.6,2018-08,2018,2018-08-08,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,NA,NA,10021,10313,292,NS5,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",FALSE
MW160853|NA|culex_pipiens|at_wi|2018-09-05,MW160853,NA,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,2018-09-05,2018.67671232877,2018-09,2018,2018-09-05,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,NA,NA,10021,10313,292,NS5,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",FALSE
MW160854|NA|culex_pipiens|at_wi|2018-09-12,MW160854,NA,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,2018-09-12,2018.69589041096,2018-09,2018,2018-09-12,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,NA,NA,10021,10313,292,NS5,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",FALSE
